,appropriate_for,director,downloads,industry,posted_date,release_date,run_time,storyline,title,views,writer,is_good
13472,R,Elizabeth Allen,6279.0,Hollywood / English,"03 Apr, 2015",May 06 2015,91.0,"A guy gets more than he bargained for after entering into an affair with
 the wife of an investment banker. Soon, a suspicious death and 
substantial life insurance policy embroil him in a scandal.",Careful What You Wish For,19532.0,Chris Frisina,0
1436,R,Diego Ongaro,336.0,Hollywood / English,"29 Jun, 2022",Jul 11 2021,100.0,"A
 famous rapper, disillusioned with the music industry and the pressures 
of being a celebrity, leaves the city and his career behind to find 
himself in a small-town farming community.",Down with the King,6746.0,"Xabi Molia, Diego Ongaro, Freddie Gibbs",0
11176,Not Rated,Pedro Morelli,3124.0,Hollywood / English,"03 Sep, 2016",Mar 31 2016,96.0,"A multi-dimensional interface between a comic book artist, a novelist, 
and a film director. Each lives in a separate reality but authors a 
story about one of the others.",Zoom,22018.0,"Matt Hansen, Pedro Morelli",0
3365,PG-13,Brett Leonard,261.0,Hollywood / English,"18 Jun, 2021",Apr 30 2021,100.0,"Inspired by a real story, a determined high school senior strives to be a wrestler one last time despite having cerebral palsy and goes to extreme lengths, crushing obstacles and inspiring others along his journey to prove his abilities.",Triumph,4163.0,Michael D. Coffey,0
3970,PG-13,Lance Hool,2196.0,Hollywood / English,"27 Oct, 2020",Oct 16 2020,101.0,"For two couples the future unfolds in different decades and different places, but a hidden connection will bring them together in a way no one could have predicted. Based on an inspirational true story, 2 Hearts is a romantic journey that celebrates life, love and generosity of spirit, and challenges audiences to believe miracles are possible.",2 Hearts,15783.0,"Robin U. Russin, Veronica Hool, Eric Gregory",0
20070,PG-13,Bryan Singer,27289.0,Hollywood / English,"28 Jun, 2006",Jun 28 2006,154.0,"After eliminating General Zod & the other Kryptonian arch-villains, Ursa & Non, Superman leaves Earth to try to find his former home world of Krypton after astronomers have supposedly found it. When he finds nothing but remnants, he returns home to Earth - to find out that Lois Lane is engaged to a relative of his boss, and that Lex Luthor is at it again - after swindling an elderly, terminally ill woman. The psychopathic Luthor, whose plans to destroy California failed because of Superman's heroics, vows vengeance against the Man of Steel and contrives a new sinister plot - using the crystals of Krypton to build a continent that will wipe out most of North America! Embedded in the continent's structure is Kryptonite - the lethal substance that is Superman's only weakness. Upon learning of Luthor's sinister scheme, Superman must again race against time to stop the psychopathic Luthor before millions - possibly billions - are killed.",Superman Returns,76659.0,"Michael Dougherty, Dan Harris, Bryan Singer",0
13838,PG-13,Olivier Megaton,39632.0,Hollywood / English,"13 Jan, 2015",Jan 09 2015,108.0,"Liam Neeson returns as ex-covert operative Bryan Mills, whose long awaited reconciliation with his ex-wife is tragically cut short when she is brutally murdered. Consumed with rage, and framed for the crime, he goes on the run to evade the relentless pursuit of the CIA, FBI and the police. For one last time, Mills must use his ""particular set of skills,"" to track down the real killers, exact his unique brand of justice, and protect the only thing that matters to him now - his daughter.",Taken 3,96059.0,"Luc Besson, Robert Mark Kamen",0
1984,R,Alejandro Hidalgo,1981.0,Hollywood / English,"12 Mar, 2022",Feb 17 2022,98.0,"An American priest working in Mexico is possessed during an exorcism and ends up committing a terrible act. Eighteen years later, the consequences of his sin come back to haunt him, unleashing the greatest battle within.

Father Peter Williams, an American exorcist, is possessed by the demon he was trying to expel from a young woman and for which he is forced, against his will, to commit the most terrible sacrilege. Eighteen years later, trying to keep his guilt buried under charity work for the poor and children in a small town in Mexico, Peter discovers that the demon has returned. This time it has possessed a young woman named Esperanza, and in addition, it also unleashes a deadly illness among the town's children. But his true purpose is something else: to possess Peter's soul. To exorcise Esperanza, Peter must confess his sin, but if he does, he will condemn himself not only to a fate of excommunication, but also to sacrifice his faith, his home, his soul, and the chance to save the people he cares about most.",The Exorcism of God,15233.0,"Santiago Fernández Calvete, Alejandro Hidalgo",0
1091,TV-14,Mark Steven Johnson,1893.0,Hollywood / English,"02 Sep, 2022",Sep 01 2022,114.0,"A
 young woman takes a trip to romantic Verona, Italy, after a breakup, 
only to find that the villa she reserved was double-booked, and she'll 
have to share her vacation with a cynical British man.",Love in the Villa,10465.0,Mark Steven Johnson,0
6666,R,Giorgio Serafini,5943.0,Hollywood / English,"05 Jul, 2019",Aug 09 2019,95.0,"A mysterious stranger travels to a remote village where, 15 years earlier, his wife and daughter were kidnapped.",The Tracker,34565.0,Rab Berry,0
1656,R,Noam Tomaschoff,158.0,Hollywood / English,"16 May, 2022",May 13 2022,94.0,"After being blacklisted from the NYC theatre industry, two Upper East Side New Yorkers, Tucker and Sandrene, decide their only course of action is to move to Fargo, ND and start a theatrical revolution.",Tankhouse,2620.0,"Chelsea Frei, Noam Tomaschoff",0
15369,R,Jeremy Lovering,4769.0,Hollywood / English,"10 Mar, 2014",Nov 15 2013,85.0,"Driving, lost and tormented in the night, primal fears of the dark and 
the unknown give way to fear that you have let the evil in, or that it 
is already there.",In Fear,20279.0,"Jeremy Lovering, Jon Croker",0
7344,TV-14,Simone Stock,764.0,Hollywood / English,"15 Feb, 2023",Feb 11 2023,88.0,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,7622.0,Haley Harris,0
15256,PG,"Kirk De Micco, Chris Sanders",64230.0,Anime / Kids,"20 Apr, 2013",Apr 19 2013,98.0,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",The Croods,150511.0,"Chris Sanders, Kirk De Micco, John Cleese",1
17164,PG-13,"Brian Klugman, Lee Sternthal",10554.0,Hollywood / English,"07 Dec, 2012",Dec 06 2012,102.0,"Layered romantic drama The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.",The Words,31383.0,"Brian Klugman, Lee Sternthal",1
7384,R,Neil Jordan,284.0,Hollywood / English,"15 Feb, 2023",Feb 15 2023,110.0,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,3220.0,"William Monahan, John Banville, Raymond Chandler",0
7934,R,Michael Noer,5271.0,Hollywood / English,"11 Sep, 2018",Aug 24 2018,133.0,"Wrongfully convicted for murder, Henri Charriere forms an unlikely 
relationship with fellow inmate and quirky convicted counterfeiter Louis
 Dega, in an attempt to escape from the notorious penal colony on 
Devil's Island.",Papillon,28282.0,"Aaron Guzikowski, Henri Charrière, Dalton Trumbo",1
6014,Not Rated,Sandeep Reddy Vanga,24055.0,Tollywood,"16 Dec, 2019",Aug 25 2017,182.0,"Arjun Reddy, a medico with anger management issues, gets into a brawl with another student and is asked to either apologize or leave college. Arjun prepares to leave but stays back after seeing a first year student, Preethi Shetty. Arjun, along with his friend Shiva, goes to first year class room and announces that he is in love with Preethi and she is exclusive to him. Preethi, although initially afraid of his nature, eventually reciprocates his feelings and their relationship grows stronger over the course of next 3 years. Preethi's father rejects him on the grounds of caste and arranges her marriage with someone else. Arjun protests in front of her house and gets arrested. His father ostracizes him from home for damaging family reputation. He gets an apartment flat with the help of his friend Shiva and joins as a house surgeon in a leading hospital. Unable to forget her, he becomes alcoholic and drug addict. He befriends one of his patients and a leading film star, Jia Sharma, and ...",Arjun Reddy,100191.0,"Sandeep Reddy Vanga, Mandela Pedaswamy",1
1054,PG-13,Aline Brosh McKenna,2712.0,Hollywood / English,"13 Feb, 2023",Feb 10 2023,109.0,"Two
 long-distance best friends change each other's lives when she decides 
to pursue a lifelong dream and he volunteers to keep an eye on her 
teenage son.",Your Place or Mine,14663.0,Aline Brosh McKenna,0
10197,Not Rated,"Fabio Guaglione, Fabio Resinaro",7972.0,Hollywood / English,"07 Apr, 2017",Oct 06 2016,106.0,"In the middle of the desert, in an area filled with 33 million blast mines scattered everywhere, Marine sniper Sergeant Mike Stevens is on a mission to locate and neutralise the leader of a terrorist cell. After three months and six days in the desert, one single moment of hesitation was enough to blow the entire mission, and now Sergeant Stevens has stranded in a hostile guerrilla territory all alone, and to make matters worse, with his left foot stepping on an active mine. Against the harsh environment, without food and water, the Sergeant must stay glued to the spot and use his Marine training, his resourcefulness and his perseverance for the next 52 hours until a convoy arrives in his area. Between the scolding heat of the day and the freezing cold of the night, if Sergeant Stevens wants to survive, he must fight not only against the mighty forces of nature but also versus the greatest adversary of them all: himself.",Mine,34769.0,"Fabio Guaglione, Fabio Resinaro",0
595,R,Declan O'Brien,106777.0,Hollywood / English,"19 Oct, 2012",Feb 22 2013,91.0,"A small West Virginia town is hosting the legendary Mountain Man 
Festival on Halloween, where throngs of costumed party goers gather for a
 wild night of music and mischief. But an inbred family of hillbilly 
cannibals kill the fun when they trick and treat themselves to a group 
of visiting college students.",Wrong Turn 5: Bloodlines,247572.0,"Declan O'Brien, Alan B. McElroy",0
1129,PG-13,Julius Avery,28894.0,Hollywood / English,"27 Aug, 2022",Aug 26 2022,102.0,"A
 young boy learns that a superhero who was thought to have gone missing 
after an epic battle twenty years ago may in fact still be around.",Samaritan,87974.0,Bragi F. Schut,0
9618,R,Michael G. Kehoe,2760.0,Hollywood / English,"15 Sep, 2017",Aug 17 2017,90.0,"Four young women travel to their college professor's new country home for a weekend getaway, only to discover that the house has a malevolent past.",The Hatred,16275.0,"Michael G. Kehoe, Michael G. Kehoe",0
11368,R,Brian DeCubellis,6213.0,Hollywood / English,"21 May, 2016",May 20 2016,113.0,"Based on Colin Harrison's acclaimed novel Manhattan Nocturne (a New York Times Notable Book of the Year), MANHATTAN NIGHT tells the story of Porter Wren (Adrien Brody), a New York City tabloid writer with an appetite for scandal. On the beat he sells murder, tragedy and anything that passes for the truth. At home he is a model family man, devoted to his loving wife (Jennifer Beals). But when a seductive stranger (Yvonne Strahovski) asks him to dig into the unsolved murder of her filmmaker husband Simon (Campbell Scott), he can't resist. In this modern version of a classic film noir, we follow Porter as he is drawn into a very nasty case of sexual obsession and blackmail - one that threatens his job, his marriage, and his life. MANHATTAN NIGHT will be released by Lionsgate Premiere in theaters and On Demand May 20, 2016. Lionsgate Premiere, Grindstone Entertainment Group and 13 Films present in association with Sparkle Roll Media Corporation and Big Indie Pictures a production of Fable...",Manhattan Nocturne (Manhattan Night),25774.0,"Brian DeCubellis, Colin Harrison",0
7729,R,John Pogue,2072.0,Hollywood / English,"06 Dec, 2018",Nov 30 2018,90.0,"When an ex-con takes murderous revenge against childhood friends whom he believes let him take the fall for a crime they committed together, one of the friends, now a cop, risks his life to stop him.",Blood Brother,16420.0,"Michael Finch, Karl Gajdusek",0
16464,PG-13,Peter Sullivan,1471.0,Hollywood / English,"14 Jun, 2013",Jun 13 2013,100.0,"Five years ago, Laura Alcott and eleven other jurors found the notorious serial killer Simon Bourdias guilty of capital murder, and he was sentenced to death. But now, mysterious things are beginning to happen to the jury members and tragedies claim the lives of one after the other. Laura realizes these deaths are not a coincidence as she begins to investigate the murders with the help of Detective Callendar and Detective Fletcher. Soon, she will uncover a dangerous truth- like each juror before her Laura is also being SUMMONED.",Summoned,5735.0,Peter Sullivan,0
12990,PG,Sylvester Stallone,9833.0,Hollywood / English,"30 Jul, 2015",Nov 27 1985,91.0,"Rocky Balboa, heavyweight champion of the world, is the trainer for Apollo Creed in an exhibition match against Ivan Drago, a ""superman"" boxer from the Soviet Union. When Apollo is killed in the ring by the brutal Drago, Balboa blames himself and promises to avenge his friend's death in the ring.",Rocky IV,26657.0,Sylvester Stallone,0
12619,PG-13,Chris Evans,9693.0,Hollywood / English,"24 Jul, 2015",Jul 21 2015,95.0,A woman misses the 1:30 train from New York to Boston and a street musician spends the night trying to help her make it back home before her husband does. Throughout the night they learn a lot about one another and eventually find a romance.,Before We Go,41275.0,"Ronald Bass, Jen Smolka, Chris Shafer",0
12268,TV-14,Simone Stock,765.0,Hollywood / English,"15 Feb, 2023",Feb 11 2023,88.0,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,7747.0,Haley Harris,0
11491,Not Rated,Puri Jagannadh,39941.0,Tollywood,"27 Jun, 2016",Feb 13 2015,147.0,"Daya (NTR) is a fully corrupted police officer who gets transferred to Vizag. There he joins hands with Walter Vasu(Prakash Raj)and treads the corruption route.Twist in the tale arises when Daya girlfriend(Kajal) gets accidentally kidnapped by Walter Vasu.This incident makes Daya very angry and he goes against Vasu and his empire.During this time, Daya also comes to know that there is a bigger motive behind this kidnapping. What is that motive and will Daya manage to find out the truth and punish the culprits forms the rest of the story.",Temper,113188.0,"Kalyan Varma, Gajjala Sai Reddy, Vakkanthal Chaitanya",1
17295,PG-13,Olivier Megaton,29448.0,Hollywood / English,"06 Oct, 2012",Oct 05 2012,92.0,"The retired CIA agent Bryan Mills invites his teenage daughter Kim and his ex-wife Lenore, who has separated from her second husband, to spend a couple of days in Istanbul where he is working. Meanwhile, the patriarch of the community of the Albanese gang of human trafficking, Murad Krasniqi, seeks revenge for the death of his son and organizes another gang to kidnap Bryan and his family. Bryan and Lenore are abducted by the Albanese, but Kim escapes and is the only hope that Bryan has to escape and save Lenore.",Taken 2,75050.0,"Luc Besson, Robert Mark Kamen",0
10524,PG-13,David E. Talbert,636.0,Hollywood / English,"26 Nov, 2016",Nov 11 2016,111.0,A dysfunctional family gathers together for their first Christmas since their mom died.,Almost Christmas,6350.0,David E. Talbert,0
19563,PG-13,Peter Billingsley,3712.0,Hollywood / English,"07 Oct, 2009",Oct 07 2009,113.0,"Dave and Ronnie, Jason and Cynthia, and Joey and Lucy are close. The group used to include Shane and Jennifer, but they divorced and she's gone. Jason and Cynthia announce that their marriage is in trouble, and they beg their friends (and Shane's young girlfriend) to join them on a couples' retreat, at the package rate, on a tropical island. The others reluctantly agree, planning to play while Jason and Cynthia work on their marriage with an island psychologist. To everyone's surprise, the package is inflexible: each couple must participate in the couples' exercises. Soon fault lines appear in all four relationships. What's in store for each couple?",Couples Retreat,11599.0,"Jon Favreau, Vince Vaughn",0
19775,Unrated,Gary Jones,10318.0,Hollywood / English,"20 Jan, 2009",Jan 20 2009,93.0,"When a college student witnesses the alleged suicide of her roommate, it sets into motion a series of horrific events that cause her to fear the supernatural entity. As she tries to convince the rest of her dorm that the Boogeyman does exist, the evil force grows stronger and her friends begin to pay the price. Now she must stop this ultimate evil before the entire campus falls prey.",Boogeyman 3,20141.0,"Brian Sieve, Eric Kripke",0
17627,R,Derick Martini,4417.0,Hollywood / English,"28 May, 2012",May 26 2012,99.0,"A young teenage girl escapes her life in Nebraska and her alcoholic parents, taking a pistol along for the ride. Along the way she meets Glenda, who takes her under her wing.",Hick,18543.0,"Andrea Portes, Andrea Portes",0
14095,PG,Penny Marshall,534.0,Hollywood / English,"09 Dec, 2014",Jul 01 1992,128.0,"During World War II when all the men are fighting the war, most of the jobs that were left vacant because of their absence were filled in by women. The owners of the baseball teams, not wanting baseball to be dormant indefinitely, decide to form teams with women. So scouts are sent all over the country to find women players. One of the scouts, passes through Oregon and finds a woman named Dottie Hinson, who is incredible. He approaches her and asks her to try out but she's not interested. However, her sister, Kit who wants to get out of Oregon, offers to go. But he agrees only if she can get her sister to go. When they try out, they're chosen and are on the same team. Jimmy Dugan, a former player, who's now a drunk, is the team manager. But he doesn't feel as if it's a real job so he drinks and is not exactly doing his job. So Dottie steps up. After a few months when it appears the girls are not garnering any attention, the league is facing closure till Dottie does something that ...",A League of Their Own,5387.0,"Kim Wilson, Kelly Candaele",1
1882,TV-MA,Ashley Scott Meyers,574.0,Hollywood / English,"01 Apr, 2022",Jan 01 1970,83.0,"The young female CEO of a new ridesharing app must stop a serial killer who's using the app to lure victims into his car, before he destroys the company and kills her entire technology team.",The Rideshare Killer,6330.0,"Tammy Gross, Stephen Hess, Rick McCormick",0
18354,R,Spencer Susser,3104.0,Hollywood / English,"03 Aug, 2011",Aug 02 2011,106.0,"Hesher is a loner. He hates the world and everyone in it. He has long greasy hair and homemade tattoos. He is malnourished and smokes a lot of cigarettes. He likes fire and blowing things up. He lives in his van, until he meets TJ.",Hesher,12765.0,"Spencer Susser, David Michôd",1
13881,R,Lone Scherfig,2568.0,Hollywood / English,"18 Dec, 2014",Sep 19 2014,107.0,"Alistair and Miles, both with aristocratic connections, start their first year at Oxford University though they are very different, Miles is down to earth and happy to have a girlfriend from a lower background, Lauren, whilst Alistair is a snob with aspirations to follow his uncle, a Tory MP. The common bond is that both become members of the Riot Club, a long established elite drinking club priding itself on hedonism and the belief that money can buy anything. Having been barred from most establishments in Oxford they have their annual dinner at the function room in a country pub, where their rowdy behaviour angers other patrons though they reimburse Chris, the landlord. They hire a prostitute but she refuses to perform group sex, then one of them rings Lauren, whom they importune to Max's horror. Getting progressively  drunk and ingesting drugs they start to trash the room and when Chris comes to complain Alistair savagely assaults him, landing him in hospital. Though shocked ...",The Riot Club,12616.0,"Laura Wade, Laura Wade",0
801,R,Julian Gilbey,1181.0,Hollywood / English,"17 Oct, 2022",Oct 17 2022,115.0,"A
 daring dream to scale the world's most challenging trio of mountains 
soon turns into a terrifying nightmare for a group of friends when a 
deadly storm traps the climbers near the summit and cuts off all hope of
 rescue. With the odds stacked against them, the friends are forced to 
trust each other to save themselves by any means necessary.",Summit Fever,10313.0,Julian Gilbey,0
6026,PG-13,Aline Brosh McKenna,2716.0,Hollywood / English,"13 Feb, 2023",Feb 10 2023,109.0,"Two
 long-distance best friends change each other's lives when she decides 
to pursue a lifelong dream and he volunteers to keep an eye on her 
teenage son.",Your Place or Mine,14802.0,Aline Brosh McKenna,0
17696,R,Mike Clattenburg,5628.0,Hollywood / English,"27 Apr, 2012",Apr 26 2012,100.0,"Disheartened when his story about Canadian snipers possibly mutilating corpses in Afghanistan is buried, Luke (Nick Stahl) quits his job but is even  determined to return to Afghanistan to get the real story. With his offbeat buddy, Tom (Nicolas Wright), tagging along, Luke returns to Afghanistan and intends to gather enough evidence to get his old story into print. But he soon finds that the country is an even  dangerous place than when he left. To make matters worse, his old friend and fixer, Mateen (Stephen Lobo) has been hired away by Luke's journalistic nemesis, Imran Sahar (Vik Sahay). Soon the trip for Luke and Tom in Afghanistan turns into a surreal and perilous adventure, a journey into an alternate reality, filtered through a haze of gun smoke.",Afghan Luke,14673.0,"Patrick Graham, Douglas Bell",0
16007,R,James McTeigue,14958.0,Hollywood / English,"28 Apr, 2012",Apr 27 2012,110.0,"This movie is set in the mid 1800s and involves poet Edgar Allan Poe. A serial killer is on the loose and murdering people using Poe's descriptions from his published stories and poems. Poe teams up with Detective Fields, a Balti policeman to try and catch the killer by using his knowledge of the descriptions. Even though the stories are fictional, they start to become reality and the killer is a step ahead of them. Then it takes on a personal note as Poe's lover becomes a target. Will they stop the killer in time?",The Raven,53251.0,"Hannah Shakespeare, Ben Livingston",0
10348,TV-14,Juan Feldman,1389.0,Hollywood / English,"03 Mar, 2017",Aug 21 2015,91.0,"Marcia Gay Harden stars as a librarian who attempts to escape her mid-life crisis by traveling to Costa Rica. There she meets a younger man Juan (Óscar Jaenada - Cantinflas), who takes her on an unexpected journey filled with adventure and romance.",After Words,10469.0,"Juan Feldman, Joel Silverman",0
16172,Not Rated,Ayan Mukherjee,165518.0,Bollywood / Indian,"01 Jun, 2013",May 31 2013,160.0,"Yeh Jawaani Hai Deewani is the story of the relationship between two characters, Bunny (Ranbir Kapoor) & Naina (Deepika Padukone), at two separate but defining times in their lives... first, when they are just out of college and standing on the crossroads of multiple decisions that will shape who and what they become... and then later on, in their late-twenties when they meet again, holding on to certain fulfilled and certain unfulfilled dreams, at a crossroads of another nature this time... how these two characters affect, change, befriend and eventually fall in love with each other is the journey the film aspires to take us on...",Yeh Jawaani Hai Deewani,355617.0,"Hussain Dalal, Ayan Mukherjee",1
20065,Not Rated,Karan Johar,34707.0,Bollywood / Indian,"11 Aug, 2006",Aug 11 2006,193.0,"Dev lives in the United States of America and is a foot ball player. He is married to Riya, who works and models for a magazine. Dev fractures his leg, becomes handicapped and dependent on Riya. He stays at home all the time and broods on his ill-luck. He also starts suspecting his wife of having an affair with some other man. His suspicions turn into reality when he sees her with a man named Rishi. By chance, the two families of Rishi, his dad and his wife, together with Dev and Riya become friendly and get together. It is here that Dev will disrupt everyone lives when he will openly accuse Riya of having an affair with Rishi.",Kabhi Alvida Naa Kehna,76222.0,"Karan Johar, Shibani Bathija, Niranjan Iyengar",0
7968,PG-13,Jennifer Yuh,25935.0,Hollywood / English,"06 Aug, 2018",Aug 03 2018,104.0,"Imprisoned by an adult world that now fears everyone under 18, a group 
of teens form a resistance group to fight back and reclaim control of 
their future.",The Darkest Minds,95669.0,"Chad Hodge, Alexandra Bracken",0
3213,Not Rated,Bobby Kolli,12014.0,Tollywood,"26 Jul, 2021",Jan 01 1970,149.0,A story of nephew and a son which revolves around their emotions and village drama and army based story.,Venky Mama,44788.0,"Janardhan Maharshi, Srikanth Vissa, Bobby Kolli",0
15115,R,Jorge Dorado,4147.0,Hollywood / English,"08 May, 2014",Jan 24 2014,99.0,"A man with the ability to enter peoples' memories takes on the case of a
 brilliant, troubled sixteen-year-old girl to determine whether she is a
 sociopath or a victim of trauma.",Anna,21527.0,"Guy Holmes, Martha Holmes",0
11665,Not Rated,Chase Mohseni,2545.0,Hollywood / English,"16 May, 2016",Sep 28 2014,78.0,"Kat and Ben, both locked in affairs, desire  from life. They bump into each other on the street and are immediately drawn to each other. Quickly sharing intimate details about their lives, whilst keeping their true selves harbored at bay. During the course of theirs drinks a married couple happens upon them, the married couple are their lovers. Now they must decide how to handle the rest of their night...",Starcrossed,13078.0,Chase Mohseni,0
5360,R,Neil Jordan,284.0,Hollywood / English,"15 Feb, 2023",Feb 15 2023,110.0,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,3172.0,"William Monahan, John Banville, Raymond Chandler",0
13403,R,Julius Avery,8538.0,Hollywood / English,"27 Dec, 2014",Oct 16 2014,108.0,"Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch. But protection comes at a price. Lynch and his crew have plans for their young protegee. Upon release, JR must help secure Lynch's freedom, staging a daring prison break. As a reward, he's invited to join the crew as they plan a gold heist that promises to deliver millions. However, as things start to go wrong, a deadly game of cat and mouse ensues. JR finds himself unsure of whom he can trust and on a collision course with his former mentor.",Son of a Gun,31126.0,"Julius Avery, John Collee",0
12259,R,Dustin Rikert,3104.0,Hollywood / English,"19 Jan, 2016",Jan 01 1970,105.0,"After being released from prison for the murder of a fellow biker; CJ 
returns to his hometown to confront his former gang. However; he arrives
 to find that the past is not forgotten easily; and now they are out for
 blood.",Born Wild,23230.0,"William Shockley, Dustin Rikert",0
14242,Unrated,Meredith Edwards,4317.0,Hollywood / English,"15 Nov, 2014",Oct 17 2014,91.0,"After her mother's suicide, a young woman moves to New York to start afresh. After a rocky start with her new and troubled roommate, the two slowly forge a friendship, finding solace in each other's difficult pasts; until one of them makes a discovery that will alter their friendship for good.",Imagine I'm Beautiful,19304.0,Naomi McDougall Jones,0
9513,Not Rated,Ranjit Tiwari,37082.0,Bollywood / Indian,"19 Sep, 2017",Sep 15 2017,133.0,"Set in a jail in Lucknow, a group of prisoners form a music band.",Lucknow Central,119840.0,"Aseem Arora, Ranjit Tiwari",0
13584,PG-13,Christopher Nolan,58922.0,Hollywood / English,"10 Nov, 2014",Nov 14 2014,169.0,"In the near future Earth has been devastated by drought and famine, causing a scarcity in food and extreme changes in climate. When humanity is facing extinction, a mysterious rip in the space-time continuum is discovered, giving mankind the opportunity to widen their lifespan. A group of explorers must travel beyond our solar system in search of a planet that can sustain life. The crew of the Endurance are required to think bigger and go further than any human in history as they embark on an interstellar voyage, into the unknown. Coop, the pilot of the Endurance, must decide between seeing his children again and the future of the human race.",Interstellar,149888.0,"Jonathan Nolan, Christopher Nolan",1
3125,R,Pascual Sisto,329.0,Hollywood / English,"12 Aug, 2021",Aug 06 2021,103.0,"A coming-of-age psychological thriller that plays out the unsettling reality of a kid who holds his family captive in a hole in the ground.

While exploring the neighboring woods, 13 year old John discovers an unfinished bunker a deep hole in the ground. mingly without provocation, he drugs his affluent parents and older sister and drags their unconscious bodies into the bunker, where he holds them captive.",John And The Hole,4863.0,Nicolás Giacobone,0
15823,PG,Cal Brunker,13308.0,Anime / Kids,"15 Feb, 2013",Feb 15 2013,89.0,"The story takes place on planet Baab where admired astronaut Scorch Supernova (Brendan Fraser) is a national hero to the blue alien population. A master of daring rescues, Scorch pulls off astonishing feats with the quiet aid of his nerdy brother, Gary (Rob Corddry), head of mission control at BASA.",Escape from Planet Earth,36826.0,"Bob Barlen, Cal Brunker, Stephen Fry",0
11313,PG-13,Arthur Muhammad,492.0,Hollywood / English,"05 Aug, 2016",Oct 30 2015,110.0,"During the 1980s Carter High School in Dallas, Texas was a football 
powerhouse. This is the story of four of the student athletes whose off 
the field activities cost them their future.",Carter High,7042.0,Arthur Muhammad,0
19550,Not Rated,Sujoy Ghosh,32901.0,Bollywood / Indian,"21 Oct, 2009",Oct 21 2009,132.0,"Based in the municipality of Khwaish, abused by his classmates, Aladin Chatterjee, who was orphaned when his parents, Arun and Riya, died in an accident in Siachen Valley, lived with his paternal grandfather until the later's passing. Now alone, grown up, studying in Khwaish University, and still being abused by fellow-college mates, he finds himself smitten by the lovely US Exchange Student, Jasmine. Unable to express his feelings for her, he rubs a lamp that was gifted to him on his birthday, which summons a genie named Genius. He gets 3 wishes, but wastes 2 of them, but on the 3rd one he insists that Genius assist him to win Jasmine's heart without any magical tricks. Hilarious chaos results when everything seems to fail; while an immortal and deadly entity, Ringmaster, and his hordes, prepares to confront Genius and Aladin so that he can acquire even  magical powers with the help of the lamp on the day of the sighting of a rare comet; and the truth behind the death of Aladin's...",Aladin,82405.0,"Vishal Dadlani, Sujoy Ghosh, Suresh Nair",0
9957,R,Thomas Napper,1348.0,Hollywood / English,"07 Jun, 2017",May 12 2017,91.0,"A former youth boxing champion, Jimmy McCabe (Johnny Harris), is a man in search of hope but looking in all the wrong places. When he hits rock bottom he turns to his childhood boxing club and the only family he has left: gym owner Bill corner man Eddie and promoter Joe. Back in training, years after anyone thought he was a contender, he risks his life, as he tries to stand tall and regain his place in the world.",Jawbone,12544.0,Johnny Harris,0
19918,R,Gary Jones,8334.0,Hollywood / English,"10 Jul, 2008",Jul 10 2008,88.0,"Stefan invites his daughter, Jennifer, to travel to Romania for the funeral of his mother. His mystic girlfriend Liz travels with them to the cursed village of Pelosoara, where they are welcomed by Stefan's brother Vladimir, and Jennifer finds the locals are very peculiar people. Jennifer learns that she is the only woman from the bloodline of her father. At the funeral a stranger approaches and asks Jennifer to meet him in the square in one hour. When Jennifer arrives at the meeting place, she sees a creature devouring the man she was there to meet and is saved by Thomas. The man tells her that he is the last druid on Earth, protecting the world against the evil ancients. They were defeated by the druids in the past and banished to the spiritual world. That night, there was to be a reclamation ceremony where the evil queen possesses a vessel to open a vortex between the spiritual and the real world to bring the ancients back to Earth. But Jennifer is to find out that things are  ...",Ghouls,14330.0,"Kenneth M. Badish, Jason Bourque",0
17250,PG-13,Christopher Nolan,35384.0,Hollywood / English,"23 Oct, 2012",Oct 20 2006,130.0,"In the end of the Nineteenth Century, in London, Robert Angier, his beloved wife Julia McCullough and Alfred Borden are friends and assistants of a magician. When Julia accidentally dies during a performance, Robert blames Alfred for her death and they become enemies. Both become famous and rival magicians, sabotaging the performance of the other on the stage. When Alfred performs a successful trick, Robert becomes obsessed trying to disclose the secret of his competitor with tragic consequences.",The Prestige,88872.0,"Jonathan Nolan, Christopher Nolan, Christopher Priest",1
